,y,x,y_test_pred
21197,10.28997700076809,76.57055327201559,23.145802
21198,10.289707506182854,76.57055327201559,24.408918
21199,10.289438011597618,76.57055327201559,24.978155
21367,10.298600827495637,76.57082276660081,16.89434
21368,10.2983313329104,76.57082276660081,23.84737
21369,10.298061838325165,76.57082276660081,16.595213
21370,10.29779234373993,76.57082276660081,23.449024
21399,10.28997700076809,76.57082276660081,23.657516
21400,10.289707506182854,76.57082276660081,24.775942
21401,10.289438011597618,76.57082276660081,24.546703
21402,10.289168517012381,76.57082276660081,24.585016
21403,10.288899022427147,76.57082276660081,16.931162
21568,10.298870322080873,76.57109226118605,16.89434
21569,10.298600827495637,76.57109226118605,16.699356
21570,10.2983313329104,76.57109226118605,24.015331
21602,10.289707506182854,76.57109226118605,24.378521
21603,10.289438011597618,76.57109226118605,24.547503
21604,10.289168517012381,76.57109226118605,24.581816
21605,10.288899022427147,76.57109226118605,24.554993
21769,10.29913981666611,76.57136175577129,16.112835
21770,10.298870322080873,76.57136175577129,16.89434
21771,10.298600827495637,76.57136175577129,24.217457
21772,10.2983313329104,76.57136175577129,21.747551
21804,10.289707506182854,76.57136175577129,16.256538
21805,10.289438011597618,76.57136175577129,24.516306
21806,10.289168517012381,76.57136175577129,24.585016
21807,10.288899022427147,76.57136175577129,24.114315
21808,10.28862952784191,76.57136175577129,24.540596
21971,10.29913981666611,76.57163125035653,16.89434
21972,10.298870322080873,76.57163125035653,24.217457
21973,10.298600827495637,76.57163125035653,23.02086
22007,10.289438011597618,76.57163125035653,17.091242
22008,10.289168517012381,76.57163125035653,25.049109
22009,10.288899022427147,76.57163125035653,24.318748
22010,10.28862952784191,76.57163125035653,24.540596
22011,10.288360033256675,76.57163125035653,16.929054
22172,10.299409311251345,76.57190074494176,17.878262
22173,10.29913981666611,76.57190074494176,16.913815
22174,10.298870322080873,76.57190074494176,24.215591
22210,10.289168517012381,76.57190074494176,17.185076
22211,10.288899022427147,76.57190074494176,24.543898
22212,10.28862952784191,76.57190074494176,24.124714
22213,10.288360033256675,76.57190074494176,24.540596
22373,10.29967880583658,76.572170239527,17.02507
22374,10.299409311251345,76.572170239527,24.798023
22375,10.29913981666611,76.572170239527,24.334358
22413,10.288899022427147,76.572170239527,17.169006
22414,10.28862952784191,76.572170239527,24.548141
22415,10.288360033256675,76.572170239527,24.071384
22416,10.288090538671439,76.572170239527,24.51698
22575,10.29967880583658,76.57243973411224,16.287247
22576,10.299409311251345,76.57243973411224,17.028923
22616,10.28862952784191,76.57243973411224,16.917133
22617,10.288360033256675,76.57243973411224,24.221806
22618,10.288090538671439,76.57243973411224,24.01149
22619,10.287821044086202,76.57243973411224,17.070732
22776,10.299948300421816,76.57270922869746,16.395252
22819,10.288360033256675,76.57270922869746,17.087448
22820,10.288090538671439,76.57270922869746,24.50304
22821,10.287821044086202,76.57270922869746,23.98826
22977,10.300217795007052,76.5729787232827,16.358568
22978,10.299948300421816,76.5729787232827,17.15032
23022,10.288090538671439,76.5729787232827,17.03598
23023,10.287821044086202,76.5729787232827,24.016325
23024,10.287551549500966,76.5729787232827,24.01149
23025,10.287282054915732,76.5729787232827,17.001638
23177,10.300756784177524,76.57324821786794,16.21596
23178,10.300487289592288,76.57324821786794,16.389462
23179,10.300217795007052,76.57324821786794,17.08742
23180,10.299948300421816,76.57324821786794,17.00206
23225,10.287821044086202,76.57324821786794,24.52583
23226,10.287551549500966,76.57324821786794,24.583567
23227,10.287282054915732,76.57324821786794,24.742588
23228,10.287012560330496,76.57324821786794,24.554533
23379,10.300756784177524,76.57351771245318,16.380718
23380,10.300487289592288,76.57351771245318,17.091242
23381,10.300217795007052,76.57351771245318,24.947758
23428,10.287551549500966,76.57351771245318,16.988873
23429,10.287282054915732,76.57351771245318,24.554533
23430,10.287012560330496,76.57351771245318,24.554533
23431,10.28674306574526,76.57351771245318,17.001638
23580,10.301026278762759,76.57378720703841,16.380718
23581,10.300756784177524,76.57378720703841,17.091242
23582,10.300487289592288,76.57378720703841,24.978155
23583,10.300217795007052,76.57378720703841,24.815983
23631,10.287282054915732,76.57378720703841,24.558699
23632,10.287012560330496,76.57378720703841,24.554533
23633,10.28674306574526,76.57378720703841,24.558533
23782,10.301026278762759,76.57405670162365,17.08742
23783,10.300756784177524,76.57405670162365,17.02507
23784,10.300487289592288,76.57405670162365,16.91724
23833,10.287282054915732,76.57405670162365,24.535204
23834,10.287012560330496,76.57405670162365,24.488111
23835,10.28674306574526,76.57405670162365,24.692507
23983,10.301295773347995,76.57432619620889,17.02029
23984,10.301026278762759,76.57432619620889,24.784296
23985,10.300756784177524,76.57432619620889,24.395931
24036,10.287012560330496,76.57432619620889,16.943676
24037,10.28674306574526,76.57432619620889,24.691204
24184,10.301565267933231,76.57459569079413,16.90388
24185,10.301295773347995,76.57459569079413,23.335278
24239,10.28674306574526,76.57459569079413,24.535204
24386,10.301565267933231,76.57486518537935,17.028603
24387,10.301295773347995,76.57486518537935,24.412392
24587,10.301834762518467,76.57513467996459,16.860483
24588,10.301565267933231,76.57513467996459,24.779415
24589,10.301295773347995,76.57513467996459,24.412392
24789,10.301834762518467,76.57540417454983,16.643635
24790,10.301565267933231,76.57540417454983,16.248041
25795,10.30291274085941,76.576751647476,23.904245
25995,10.303451730029883,76.57702114206124,17.115108
25996,10.303182235444647,76.57702114206124,16.314936
26197,10.303451730029883,76.57729063664648,16.928482
26198,10.303182235444647,76.57729063664648,17.930954
26399,10.303451730029883,76.57756013123172,23.266642
26601,10.303451730029883,76.57782962581695,17.057344
26803,10.303451730029883,76.57809912040219,17.108154
26804,10.303182235444647,76.57809912040219,24.303255
27006,10.303182235444647,76.57836861498743,17.091242
27007,10.30291274085941,76.57836861498743,16.989027
27209,10.30291274085941,76.57863810957267,16.989027
27412,10.302643246274174,76.57890760415789,24.412392
27413,10.30237375168894,76.57890760415789,17.062471
28020,10.302104257103704,76.5797160879136,17.058939
28021,10.301834762518467,76.5797160879136,24.976292
28022,10.301565267933231,76.5797160879136,16.9405
28222,10.302104257103704,76.57998558249884,17.051548
28223,10.301834762518467,76.57998558249884,16.952326
28224,10.301565267933231,76.57998558249884,16.829596
28225,10.301295773347995,76.57998558249884,24.075468
28424,10.302104257103704,76.58025507708408,16.699356
28425,10.301834762518467,76.58025507708408,16.683084
28426,10.301565267933231,76.58025507708408,22.986944
28427,10.301295773347995,76.58025507708408,16.39584
28626,10.302104257103704,76.58052457166932,16.236816
28627,10.301834762518467,76.58052457166932,21.456886
28628,10.301565267933231,76.58052457166932,23.600267
28828,10.302104257103704,76.58079406625454,16.699356
28829,10.301834762518467,76.58079406625454,22.70682
28830,10.301565267933231,76.58079406625454,23.432327
29030,10.302104257103704,76.58106356083978,15.494949
29031,10.301834762518467,76.58106356083978,24.237324
29032,10.301565267933231,76.58106356083978,24.44365
29232,10.302104257103704,76.58133305542502,22.263435
29233,10.301834762518467,76.58133305542502,21.486486
29234,10.301565267933231,76.58133305542502,24.11975
29434,10.302104257103704,76.58160255001026,19.867836
29435,10.301834762518467,76.58160255001026,21.15039
29436,10.301565267933231,76.58160255001026,23.7844
29636,10.302104257103704,76.58187204459549,21.636244
29637,10.301834762518467,76.58187204459549,20.883183
29638,10.301565267933231,76.58187204459549,23.067661
29838,10.302104257103704,76.58214153918072,14.872074
29839,10.301834762518467,76.58214153918072,21.592453
29840,10.301565267933231,76.58214153918072,21.31163
30040,10.302104257103704,76.58241103376596,15.790532
30041,10.301834762518467,76.58241103376596,22.60675
30042,10.301565267933231,76.58241103376596,23.414623
30242,10.302104257103704,76.58268052835119,14.973293
30243,10.301834762518467,76.58268052835119,24.800632
30244,10.301565267933231,76.58268052835119,24.746023
30245,10.301295773347995,76.58268052835119,17.055466
30445,10.301834762518467,76.58295002293643,16.89434
30446,10.301565267933231,76.58295002293643,17.028542
30447,10.301295773347995,76.58295002293643,17.07471
30648,10.301565267933231,76.58321951752167,16.90388
30649,10.301295773347995,76.58321951752167,17.021152
30851,10.301295773347995,76.58348901210691,16.89434
31053,10.301295773347995,76.58375850669213,16.989027
31054,10.301026278762759,76.58375850669213,17.01923
31055,10.300756784177524,76.58375850669213,16.066261
31256,10.301026278762759,76.58402800127737,16.985207
31257,10.300756784177524,76.58402800127737,16.962484
31258,10.300487289592288,76.58402800127737,24.72894
31458,10.301026278762759,76.58429749586261,17.193523
31459,10.300756784177524,76.58429749586261,17.102392
31460,10.300487289592288,76.58429749586261,24.978155
31461,10.300217795007052,76.58429749586261,24.978954
31661,10.300756784177524,76.58456699044785,17.12346
31662,10.300487289592288,76.58456699044785,17.060534
31663,10.300217795007052,76.58456699044785,25.018955
31664,10.299948300421816,76.58456699044785,24.978954
31864,10.300487289592288,76.58483648503308,17.12346
31865,10.300217795007052,76.58483648503308,18.179062
31866,10.299948300421816,76.58483648503308,25.05031
32067,10.300217795007052,76.58510597961832,17.182373
32068,10.299948300421816,76.58510597961832,25.018955
32069,10.29967880583658,76.58510597961832,24.965368
32070,10.299409311251345,76.58510597961832,24.815174
32270,10.299948300421816,76.58537547420356,17.182373
32271,10.29967880583658,76.58537547420356,24.947758
32272,10.299409311251345,76.58537547420356,25.000952
32273,10.29913981666611,76.58537547420356,16.738379
32474,10.299409311251345,76.58564496878878,24.378521
32475,10.29913981666611,76.58564496878878,16.134068
32677,10.29913981666611,76.58591446337402,16.17321
32678,10.298870322080873,76.58591446337402,16.883274
32880,10.298870322080873,76.58618395795926,24.947758
33082,10.298870322080873,76.5864534525445,17.02507
33083,10.298600827495637,76.5864534525445,17.02507
33284,10.298870322080873,76.58672294712973,17.02507
33285,10.298600827495637,76.58672294712973,17.02507
33486,10.298870322080873,76.58699244171497,17.02507
33487,10.298600827495637,76.58699244171497,17.121637
33688,10.298870322080873,76.58726193630021,17.062471
33689,10.298600827495637,76.58726193630021,16.783276
33890,10.298870322080873,76.58753143088545,24.80634
33891,10.298600827495637,76.58753143088545,16.923353
34091,10.29913981666611,76.58780092547067,17.091242
34092,10.298870322080873,76.58780092547067,24.978155
34093,10.298600827495637,76.58780092547067,16.89553
34293,10.29913981666611,76.58807042005591,24.947758
34294,10.298870322080873,76.58807042005591,17.121637
34494,10.299409311251345,76.58833991464115,17.193523
34495,10.29913981666611,76.58833991464115,24.947758
34496,10.298870322080873,76.58833991464115,17.055466
34696,10.299409311251345,76.58860940922638,24.947758
34697,10.29913981666611,76.58860940922638,16.850218
34898,10.299409311251345,76.58887890381162,21.525568
34899,10.29913981666611,76.58887890381162,15.647623
35099,10.29967880583658,76.58914839839686,16.998526
35100,10.299409311251345,76.58914839839686,24.798023
35301,10.29967880583658,76.5894178929821,24.378521
35302,10.299409311251345,76.5894178929821,24.828419
35503,10.29967880583658,76.58968738756732,17.064697
35504,10.299409311251345,76.58968738756732,24.792377
35705,10.29967880583658,76.58995688215256,16.962484
35706,10.299409311251345,76.58995688215256,23.637196
35907,10.29967880583658,76.5902263767378,24.733646
35908,10.299409311251345,76.5902263767378,22.600061
36109,10.29967880583658,76.59049587132304,23.823364
36110,10.299409311251345,76.59049587132304,21.788109
36310,10.299948300421816,76.59076536590827,16.879745
36512,10.299948300421816,76.59103486049351,16.89434
36714,10.299948300421816,76.59130435507875,17.091242
36915,10.300217795007052,76.59157384966397,24.825756
36916,10.299948300421816,76.59157384966397,23.620766
37117,10.300217795007052,76.59184334424921,20.884136
37118,10.299948300421816,76.59184334424921,15.531325
37315,10.301295773347995,76.59211283883445,24.103804
37316,10.301026278762759,76.59211283883445,24.22942
37317,10.300756784177524,76.59211283883445,16.190662
37319,10.300217795007052,76.59211283883445,16.912811
37320,10.299948300421816,76.59211283883445,22.007648
37515,10.301834762518467,76.59238233341969,16.891676
37516,10.301565267933231,76.59238233341969,17.118973
37517,10.301295773347995,76.59238233341969,24.001995
37716,10.302104257103704,76.59265182800492,15.96814
37717,10.301834762518467,76.59265182800492,15.574167
37718,10.301565267933231,76.59265182800492,17.205273
37719,10.301295773347995,76.59265182800492,17.23336
37918,10.302104257103704,76.59292132259016,16.924736
37919,10.301834762518467,76.59292132259016,22.35934
37920,10.301565267933231,76.59292132259016,23.978941
37921,10.301295773347995,76.59292132259016,23.424088
38120,10.302104257103704,76.5931908171754,17.032074
38121,10.301834762518467,76.5931908171754,16.835476
38122,10.301565267933231,76.5931908171754,23.749298
38123,10.301295773347995,76.5931908171754,16.149452
38320,10.302643246274174,76.59346031176064,17.908657
38321,10.30237375168894,76.59346031176064,17.032074
38322,10.302104257103704,76.59346031176064,24.829227
38323,10.301834762518467,76.59346031176064,15.547625
38324,10.301565267933231,76.59346031176064,22.921804
38522,10.302643246274174,76.59372980634586,17.032074
38523,10.30237375168894,76.59372980634586,24.828419
38524,10.302104257103704,76.59372980634586,23.434162
