,sen_B1,sen_B2,sen_B3,sen_B4,sen_B5,sen_B6,sen_B7,sen_B8,sen_B8A,sen_B9,sen_B11,sen_B12,land_B1,land_B2,land_B3,land_B4,land_B5,land_B6,land_B7,bathy,lat,lon
55,0.0341,0.0289,0.03095,0.01835,0.01835,0.0115,0.01185,0.01185,0.0107,0.01115,0.04205,0.0133,-0.024715000000000015,-0.008105000000000001,0.01988999999999999,0.011007500000000003,0.03473999999999999,0.024345000000000006,0.018955,12.06,10.305914681219152,76.82894446464347
56,0.03435,0.02775,0.0303,0.0182,0.01845,0.01235,0.0122,0.0122,0.01105,0.01215,0.04265,0.01365,-0.007005000000000011,0.0032250000000000056,0.022584999999999994,0.017057500000000003,0.0418625,0.031164999999999998,0.022199999999999998,8.39,10.30583014498852,76.82963351673521
57,0.03475,0.0296,0.0301,0.01775,0.01895,0.0108,0.0126,0.0126,0.0111,0.0111,0.0406,0.0134,-0.00414500000000001,0.004902500000000004,0.02209,0.01713999999999999,0.03892000000000001,0.027425000000000005,0.0205225,8.63125,10.305879142872705,76.8296852970335
58,0.0263,0.03,0.0283,0.0202,0.0217,0.013,0.0138,0.0138,0.0143,0.015,0.0916,0.0219,0.011887499999999995,0.019284999999999997,0.03501499999999999,0.024180000000000007,0.032759999999999984,0.024510000000000004,0.0203575,22.148999999999997,10.305969922563861,76.78566287022947
59,0.0341,0.0289,0.03095,0.01835,0.01835,0.0115,0.01185,0.01185,0.0107,0.01115,0.04205,0.0133,-0.024715000000000015,-0.008105000000000001,0.01988999999999999,0.011007500000000003,0.03473999999999999,0.024345000000000006,0.018955,12.574285714285713,10.305960397071201,76.82900171785771
60,0.0341,0.0289,0.03095,0.01835,0.01835,0.0115,0.01185,0.01185,0.0107,0.01115,0.04205,0.0133,-0.024715000000000015,-0.008105000000000001,0.01988999999999999,0.011007500000000003,0.03473999999999999,0.024345000000000006,0.018955,12.91,10.306006640616154,76.82906042820798
61,0.03475,0.0296,0.0301,0.01775,0.01895,0.0108,0.0126,0.0126,0.0111,0.0111,0.0406,0.0134,-0.00414500000000001,0.004902500000000004,0.02209,0.01713999999999999,0.03892000000000001,0.027425000000000005,0.0205225,9.219999999999999,10.305926966740849,76.82973686517218
62,0.03475,0.0296,0.0301,0.01775,0.01895,0.0108,0.0126,0.0126,0.0111,0.0111,0.0406,0.0134,-0.00414500000000001,0.004902500000000004,0.02209,0.01713999999999999,0.03892000000000001,0.027425000000000005,0.0205225,10.17,10.305974187250143,76.82979321102852
63,0.0351,0.029,0.03115,0.0179,0.01805,0.0115,0.0114,0.0114,0.01065,0.0099,0.04455,0.01375,-0.0073074999999999946,0.0029224999999999945,0.020742499999999997,0.016067499999999985,0.04183500000000001,0.02855250000000001,0.02291499999999999,10.76,10.306016855450851,76.82985126508494
64,0.0263,0.0306,0.0289,0.0204,0.0205,0.013,0.0142,0.0142,0.0158,0.0139,0.0916,0.0202,0.008394999999999986,0.0173875,0.035922499999999996,0.02615999999999999,0.0355925,0.028937500000000005,0.023987499999999995,21.61777777777778,10.306067894475575,76.78567386860631
65,0.0349,0.0285,0.0313,0.01875,0.0192,0.0118,0.01215,0.01215,0.0111,0.01105,0.04225,0.0136,-0.02358750000000001,-0.006455000000000016,0.024510000000000004,0.018185000000000007,0.042137499999999994,0.031604999999999994,0.024757499999999988,12.894999999999998,10.306044497835964,76.82910668595768
66,0.03515,0.0289,0.03105,0.01825,0.01845,0.0116,0.0119,0.0119,0.01085,0.01105,0.04385,0.01305,-0.019187499999999996,-0.005547500000000011,0.019229999999999997,0.014224999999999988,0.04222000000000001,0.0321825,0.024262499999999992,12.742,10.306096986431786,76.82916758240987
67,0.0351,0.029,0.03115,0.0179,0.01805,0.0115,0.0114,0.0114,0.01065,0.0099,0.04455,0.01375,-0.0073074999999999946,0.0029224999999999945,0.020742499999999997,0.016067499999999985,0.04183500000000001,0.02855250000000001,0.02291499999999999,10.724000000000002,10.306044713558732,76.82989977172818
68,0.0351,0.0272,0.03015,0.01775,0.0189,0.01185,0.01175,0.01175,0.01045,0.0105,0.04455,0.0131,-0.0097275,0.0011349999999999971,0.018707499999999988,0.014252500000000001,0.036665,0.025252499999999983,0.019284999999999997,11.1625,10.306085877703907,76.82999076278637
69,0.0351,0.0272,0.03015,0.01775,0.0189,0.01185,0.01175,0.01175,0.01045,0.0105,0.04455,0.0131,-0.0097275,0.0011349999999999971,0.018707499999999988,0.014252500000000001,0.036665,0.025252499999999983,0.019284999999999997,11.86,10.306109202247647,76.83005043969021
70,0.0263,0.0306,0.0289,0.0204,0.0205,0.013,0.0142,0.0142,0.0158,0.0139,0.0916,0.0202,0.008394999999999986,0.0173875,0.035922499999999996,0.02615999999999999,0.0355925,0.028937500000000005,0.023987499999999995,20.412,10.306167219773226,76.78568862053478
71,0.03515,0.0289,0.03105,0.01825,0.01845,0.0116,0.0119,0.0119,0.01085,0.01105,0.04385,0.01305,-0.019187499999999996,-0.005547500000000011,0.019229999999999997,0.014224999999999988,0.04222000000000001,0.0321825,0.024262499999999992,12.425999999999998,10.306144716439178,76.82921897882137
72,0.03515,0.0289,0.03105,0.01825,0.01845,0.0116,0.0119,0.0119,0.01085,0.01105,0.04385,0.01305,-0.019187499999999996,-0.005547500000000011,0.019229999999999997,0.014224999999999988,0.04222000000000001,0.0321825,0.024262499999999992,12.012,10.306194012225909,76.82926844898672
73,0.0351,0.0272,0.03015,0.01775,0.0189,0.01185,0.01175,0.01175,0.01045,0.0105,0.04455,0.0131,-0.0097275,0.0011349999999999971,0.018707499999999988,0.014252500000000001,0.036665,0.025252499999999983,0.019284999999999997,12.1525,10.30613218185152,76.83010717058957
74,0.0351,0.0272,0.03015,0.01775,0.0189,0.01185,0.01175,0.01175,0.01045,0.0105,0.04455,0.0131,-0.0097275,0.0011349999999999971,0.018707499999999988,0.014252500000000001,0.036665,0.025252499999999983,0.019284999999999997,12.39,10.30617420658866,76.83019943099262
75,0.0351,0.02785,0.03065,0.0175,0.01825,0.01195,0.01305,0.01305,0.011,0.0109,0.04455,0.01295,-0.009452500000000003,0.0005024999999999891,0.016892500000000005,0.013729999999999992,0.03751750000000001,0.02437249999999999,0.018762499999999988,12.55,10.30620783588553,76.83026485006141
76,0.0263,0.0306,0.0289,0.0204,0.0205,0.013,0.0142,0.0142,0.0158,0.0139,0.0916,0.0202,0.008394999999999986,0.0173875,0.035922499999999996,0.02615999999999999,0.0355925,0.028937500000000005,0.023987499999999995,19.453,10.306264395270967,76.78569977572897
77,0.03515,0.0289,0.03105,0.01825,0.01845,0.0116,0.0119,0.0119,0.01085,0.01105,0.04385,0.01305,-0.019187499999999996,-0.005547500000000011,0.019229999999999997,0.014224999999999988,0.04222000000000001,0.0321825,0.024262499999999992,11.316666666666668,10.306247813697867,76.82931885499919
78,0.03515,0.02885,0.03035,0.0182,0.0181,0.01195,0.01125,0.01125,0.01205,0.01225,0.04385,0.013,-0.010387499999999994,0.0029224999999999945,0.025224999999999997,0.020797499999999997,0.049232499999999985,0.0357575,0.027122499999999994,10.4375,10.306296378387762,76.82936332602502
79,0.0351,0.02785,0.03065,0.0175,0.01825,0.01195,0.01305,0.01305,0.011,0.0109,0.04455,0.01295,-0.009452500000000003,0.0005024999999999891,0.016892500000000005,0.013729999999999992,0.03751750000000001,0.02437249999999999,0.018762499999999988,12.799999999999999,10.30623636794654,76.83031485776851
